training_data/images/cargo/img_0497.jpg,492,383,619,511,cargo
training_data/images/cargo/img_0517.jpg,575,177,798,400,cargo
training_data/images/cargo/img_0446.jpg,145,583,278,723,cargo
training_data/images/cargo/img_0538.jpg,556,367,818,624,cargo
training_data/images/cargo/img_0332.jpg,323,404,532,590,cargo
training_data/images/cargo/img_0249.jpg,352,197,652,494,cargo
training_data/images/cargo/img_0249.jpg,269,61,583,378,cargo
training_data/images/cargo/img_0640.jpg,445,391,635,581,cargo
training_data/images/cargo/img_0575.jpg,329,224,618,520,cargo
training_data/images/cargo/img_0597.jpg,319,125,646,465,cargo
training_data/images/cargo/img_0257.jpg,255,140,570,453,cargo
training_data/images/cargo/img_0393.jpg,398,197,809,617,cargo
training_data/images/cargo/img_0577.jpg,313,233,615,540,cargo
training_data/images/cargo/img_0379.jpg,375,224,699,535,cargo
training_data/images/cargo/img_0455.jpg,119,240,259,365,cargo
training_data/images/cargo/img_0518.jpg,626,158,843,394,cargo
training_data/images/cargo/img_0391.jpg,298,170,808,680,cargo
training_data/images/cargo/img_0408.jpg,606,350,812,553,cargo
training_data/images/cargo/img_0523.jpg,646,225,896,474,cargo
training_data/images/cargo/img_0570.jpg,350,157,608,418,cargo
training_data/images/cargo/img_0505.jpg,353,301,505,453,cargo
training_data/images/cargo/img_0290.jpg,509,248,709,444,cargo
training_data/images/cargo/img_0496.jpg,476,365,595,487,cargo
training_data/images/cargo/img_0227.jpg,496,137,695,325,cargo
training_data/images/cargo/img_0495.jpg,465,343,585,461,cargo
training_data/images/cargo/img_0427.jpg,666,150,802,288,cargo
training_data/images/cargo/img_0649.jpg,703,97,890,290,cargo
training_data/images/cargo/img_0462.jpg,315,344,452,481,cargo
training_data/images/cargo/img_0221.jpg,553,200,708,365,cargo
training_data/images/cargo/img_0561.jpg,369,224,619,478,cargo
training_data/images/cargo/img_0595.jpg,250,130,589,468,cargo
training_data/images/cargo/img_0317.jpg,433,411,613,588,cargo
training_data/images/cargo/img_0629.jpg,593,397,826,633,cargo
training_data/images/cargo/img_0420.jpg,733,61,898,228,cargo
training_data/images/cargo/img_0330.jpg,358,444,556,643,cargo
training_data/images/cargo/img_0264.jpg,293,241,665,623,cargo
training_data/images/cargo/img_0456.jpg,143,238,280,361,cargo
training_data/images/cargo/img_0419.jpg,716,71,876,243,cargo
training_data/images/cargo/img_0294.jpg,533,68,735,290,cargo
training_data/images/cargo/img_0624.jpg,490,345,760,618,cargo
training_data/images/cargo/img_0300.jpg,596,74,815,291,cargo
training_data/images/cargo/img_0217.jpg,496,274,635,415,cargo
training_data/images/cargo/img_0650.jpg,626,104,819,305,cargo
training_data/images/cargo/img_0572.jpg,326,151,609,428,cargo
training_data/images/cargo/img_0524.jpg,668,244,912,478,cargo
training_data/images/cargo/img_0310.jpg,455,383,642,560,cargo
training_data/images/cargo/img_0362.jpg,389,280,555,437,cargo
training_data/images/cargo/img_0328.jpg,399,513,586,717,cargo
training_data/images/cargo/img_0262.jpg,268,257,630,613,cargo
training_data/images/cargo/img_0476.jpg,480,601,608,737,cargo
training_data/images/cargo/img_0494.jpg,462,325,576,447,cargo
training_data/images/cargo/img_0503.jpg,396,275,529,418,cargo
training_data/images/cargo/img_0260.jpg,282,243,619,573,cargo
training_data/images/cargo/img_0465.jpg,385,384,515,513,cargo
training_data/images/cargo/img_0487.jpg,536,397,655,520,cargo
training_data/images/cargo/img_0313.jpg,446,355,615,537,cargo
training_data/images/cargo/img_0245.jpg,513,338,803,638,cargo
training_data/images/cargo/img_0359.jpg,410,300,570,457,cargo
training_data/images/cargo/img_0478.jpg,482,595,609,730,cargo
training_data/images/cargo/img_0388.jpg,253,148,820,688,cargo
training_data/images/cargo/img_0339.jpg,49,325,239,505,cargo
training_data/images/cargo/img_0498.jpg,495,387,616,505,cargo
training_data/images/cargo/img_0211.jpg,481,530,611,668,cargo
